1,1,102.58,546.73,78.99,249.60,0.86,-1,-1,-1
1,2,370.92,410.41,83.93,237.07,0.85,-1,-1,-1
1,3,1354.85,569.72,89.51,226.01,0.77,-1,-1,-1
1,4,1732.44,458.11,76.37,220.86,0.76,-1,-1,-1
1,5,1103.99,210.76,55.00,178.25,0.73,-1,-1,-1
1,6,1097.01,979.98,73.80,100.02,0.72,-1,-1,-1
1,7,1045.89,131.49,64.58,181.96,0.67,-1,-1,-1
1,8,1785.54,203.23,61.88,186.31,0.63,-1,-1,-1
1,9,230.19,403.19,61.69,197.61,0.57,-1,-1,-1
1,10,546.52,142.65,57.46,183.85,0.57,-1,-1,-1
1,11,265.38,366.40,60.37,218.25,0.56,-1,-1,-1
1,12,0.08,880.20,43.64,197.91,0.46,-1,-1,-1
1,13,1634.78,262.57,62.17,178.38,0.39,-1,-1,-1
1,14,502.15,134.38,50.74,169.94,0.38,-1,-1,-1
1,15,794.49,147.55,59.88,177.03,0.33,-1,-1,-1
1,16,680.96,283.11,55.55,126.58,0.31,-1,-1,-1
2,1,102.63,546.95,79.14,249.04,0.86,-1,-1,-1
2,2,372.00,409.92,82.90,237.30,0.84,-1,-1,-1
2,3,1355.58,569.91,88.31,226.38,0.75,-1,-1,-1
2,4,1732.19,455.79,76.79,221.44,0.76,-1,-1,-1
2,5,1098.67,209.69,56.85,178.63,0.72,-1,-1,-1
2,6,1100.78,979.95,72.19,99.53,0.70,-1,-1,-1
2,7,1046.60,131.99,64.61,181.49,0.66,-1,-1,-1
2,8,1785.36,203.56,64.36,186.66,0.60,-1,-1,-1
2,9,229.01,401.99,62.21,196.38,0.55,-1,-1,-1
2,10,546.56,142.91,56.69,183.78,0.61,-1,-1,-1
2,11,265.28,364.06,58.14,219.30,0.55,-1,-1,-1
2,12,0.07,878.81,43.00,199.10,0.48,-1,-1,-1
2,13,1633.39,261.55,63.18,181.70,0.38,-1,-1,-1
2,14,498.56,133.70,54.82,170.96,0.33,-1,-1,-1
3,1,102.85,547.21,78.87,249.03,0.86,-1,-1,-1
3,2,373.04,409.67,81.71,237.53,0.86,-1,-1,-1
3,3,1355.84,570.01,87.30,224.69,0.78,-1,-1,-1
3,4,1730.12,454.81,76.84,219.65,0.78,-1,-1,-1
3,5,1089.25,209.92,64.75,177.86,0.73,-1,-1,-1
3,6,1104.04,979.55,71.99,99.47,0.74,-1,-1,-1
3,7,1046.31,132.32,63.98,175.87,0.61,-1,-1,-1
3,8,1788.32,203.19,63.08,186.91,0.58,-1,-1,-1
3,9,228.30,401.09,66.49,197.91,0.50,-1,-1,-1
